timestamp,q0,q1,q2,q3,dq0,dq1,dq2,dq3,lease_id
1787111543294617,0,0,0,0,0,0,0,0,123456789
1787111543344931,0,0,0,0,0,0,0,0,123456789
1787111543395168,0,0,0,0,0,0,0,0,123456789
1787111543445488,0,0,0,0,0,0,0,0,123456789
1787111543495979,0,0,0,0,0,0,0,0,123456789
1787111543546267,0,0,0,0,0,0,0,0,123456789
1787111543596591,0,0,0,0,0,0,0,0,123456789
