timestamp,error_code,mode,vx,vy,yaw_rate,raw_yaw,unwrapped_yaw,lease_id
1787111543294617,0,1,0,0,0,0,0,123456789
1787111543344931,0,1,0,0,0,0,0,123456789
1787111543395168,0,1,0,0,0,0,0,123456789
1787111543445488,0,1,0,0,0,0,0,123456789
1787111543495979,0,1,0,0,0,0,0,123456789
1787111543546267,0,1,0,0,0,0,0,123456789
1787111543596591,0,1,0,0,0,0,0,123456789
