timestamp,error_code,mode,vx,vy,yaw_rate,raw_yaw,unwrapped_yaw,lease_id
1787111529624248,0,1,0,0,0,0,0,123456789
1787111529674541,0,1,0,0,0,0,0,123456789
1787111529724779,0,1,0,0,0,0,0,123456789
1787111529775062,0,1,0,0,0,0,0,123456789
1787111529825346,0,1,0,0,0,0,0,123456789
1787111529875620,0,1,0,0,0,0,0,123456789
