timestamp,q0,q1,q2,q3,dq0,dq1,dq2,dq3,lease_id
1787111529624248,0,0,0,0,0,0,0,0,123456789
1787111529674541,0,0,0,0,0,0,0,0,123456789
1787111529724779,0,0,0,0,0,0,0,0,123456789
1787111529775062,0,0,0,0,0,0,0,0,123456789
1787111529825346,0,0,0,0,0,0,0,0,123456789
1787111529875620,0,0,0,0,0,0,0,0,123456789
